	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6383	0.75	0.6897	0.5263	57.0
DRINKS#PRICES	1.0	0.8	0.8889	0.8	5.0
DRINKS#QUALITY	0.5385	0.875	0.6667	0.5	14.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	5.0
FOOD#PRICES	0.4444	0.8571	0.5854	0.4138	29.0
FOOD#QUALITY	0.7554	0.7394	0.7473	0.5966	176.0
FOOD#STYLE_OPTIONS	0.4054	0.6818	0.5085	0.3409	44.0
LOCATION#GENERAL	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.75	0.8451	0.7947	0.6593	91.0
RESTAURANT#MISCELLANEOUS	1.0	0.0625	0.1176	0.0625	16.0
RESTAURANT#PRICES	1.0	0.1538	0.2667	0.1538	13.0
SERVICE#GENERAL	0.8529	0.7733	0.8112	0.6824	85.0
Micro-AVG	0.7031	0.7115	0.7073	0.5471	541.0
Macro-AVG	0.671	0.5782	0.5481		541
