	precision	recall	f1	accuracy	support
POSITIVE	0.486	0.7262	0.5823	0.4108	465.0
NEUTRAL	0.8182	0.4737	0.6	0.4286	21.0
NEGATIVE	0.4075	0.625	0.4934	0.3275	397.0
Micro-AVG	0.4558	0.6735	0.5437	0.3733	884.0
Macro-AVG	0.5706	0.6083	0.5586		884
