	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3119	0.7907	0.4474	0.2881	118.0
DRINKS#PRICES	0.375	1.0	0.5455	0.375	8.0
DRINKS#QUALITY	0.75	0.375	0.5	0.3333	9.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	6.0
FOOD#PRICES	0.7273	0.5	0.5926	0.4211	19.0
FOOD#QUALITY	0.6784	0.7733	0.7227	0.5659	205.0
FOOD#STYLE_OPTIONS	0.1667	0.0455	0.0714	0.037	27.0
LOCATION#GENERAL	0.1034	0.6	0.1765	0.0968	31.0
RESTAURANT#GENERAL	0.3588	0.6714	0.4677	0.3052	154.0
RESTAURANT#MISCELLANEOUS	0.0909	0.1176	0.1026	0.0541	37.0
RESTAURANT#PRICES	0.4	0.5714	0.4706	0.3077	26.0
SERVICE#GENERAL	0.5596	0.8133	0.663	0.4959	123.0
Micro-AVG	0.4639	0.6737	0.5494	0.3788	763.0
Macro-AVG	0.4602	0.5632	0.4522		763
