	precision	recall	f1	accuracy	support
POSITIVE	0.3451	0.7244	0.4675	0.3051	672.0
NEUTRAL	0.75	0.5294	0.6207	0.45	20.0
NEGATIVE	0.8673	0.6589	0.7489	0.5986	142.0
Micro-AVG	0.4247	0.697	0.5278	0.3585	834.0
Macro-AVG	0.6541	0.6376	0.6124		834
