	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.55	0.6875	0.6111	0.44	25.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.7381	0.7381	0.7381	0.5849	53.0
FOOD:NEGATIVE	0.7073	0.7838	0.7436	0.5918	98.0
FOOD:NEUTRAL	1.0	0.4	0.5714	0.4	15.0
FOOD:POSITIVE	0.8505	0.7165	0.7778	0.6364	143.0
PRICE:NEGATIVE	0.9231	0.5455	0.6857	0.5217	23.0
PRICE:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
PRICE:POSITIVE	0.8333	1.0	0.9091	0.8333	6.0
GENERAL-IMPRESSION:NEGATIVE	0.8684	0.8462	0.8571	0.75	44.0
GENERAL-IMPRESSION:NEUTRAL	1.0	1.0	1.0	1.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.7843	0.8333	0.8081	0.678	59.0
SERVICE:NEGATIVE	0.8704	0.8246	0.8468	0.7344	64.0
SERVICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
SERVICE:POSITIVE	0.7606	0.7297	0.7448	0.5934	91.0
Micro-AVG	0.7939	0.7471	0.7698	0.6258	628.0
Macro-AVG	0.7924	0.707	0.7307		628
