	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5068	0.9024	0.6491	0.4805	77.0
DRINKS#PRICES	0.4	0.6667	0.5	0.3333	6.0
DRINKS#QUALITY	0.8	0.5714	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	0.6	0.75	0.6667	0.5	6.0
FOOD#PRICES	0.5833	0.4118	0.4828	0.3182	22.0
FOOD#QUALITY	0.7278	0.8712	0.7931	0.6571	175.0
FOOD#STYLE_OPTIONS	0.2553	0.5714	0.3529	0.2143	56.0
LOCATION#GENERAL	0.05	0.25	0.0833	0.0435	23.0
RESTAURANT#GENERAL	0.4409	0.8	0.5685	0.3972	141.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	21.0
RESTAURANT#PRICES	0.3333	0.4167	0.3704	0.2273	22.0
SERVICE#GENERAL	0.6809	0.8767	0.7665	0.6214	103.0
Micro-AVG	0.5397	0.7669	0.6335	0.4636	660.0
Macro-AVG	0.4482	0.5907	0.4917		660
