	precision	recall	f1	accuracy	support
POSITIVE	0.931	0.871	0.9	0.8182	66.0
NEUTRAL	1.0	1.0	1.0	1.0	5.0
NEGATIVE	0.9318	0.82	0.8723	0.7736	53.0
Micro-AVG	0.9346	0.8547	0.8929	0.8065	124.0
Macro-AVG	0.9543	0.897	0.9241		124
