	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6591	0.7073	0.6824	0.5179	56.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.5556	0.625	0.5882	0.4167	12.0
DRINKS#STYLE_OPTIONS	0.4286	0.75	0.5455	0.375	8.0
FOOD#PRICES	1.0	0.3077	0.4706	0.3077	13.0
FOOD#QUALITY	0.745	0.75	0.7475	0.5968	186.0
FOOD#STYLE_OPTIONS	0.5714	0.1739	0.2667	0.1538	26.0
LOCATION#GENERAL	0.25	0.5	0.3333	0.2	10.0
RESTAURANT#GENERAL	0.6923	0.7714	0.7297	0.5745	94.0
RESTAURANT#MISCELLANEOUS	0.3333	0.2	0.25	0.1429	21.0
RESTAURANT#PRICES	0.48	0.8571	0.6154	0.4444	27.0
SERVICE#GENERAL	0.9286	0.6842	0.7879	0.65	80.0
Micro-AVG	0.7053	0.6683	0.6863	0.5224	536.0
Macro-AVG	0.637	0.555	0.5431		536
