	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4615	0.4	0.4286	0.2727	22.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.871	0.6585	0.75	0.6	45.0
FOOD:NEGATIVE	0.7206	0.7538	0.7368	0.5833	84.0
FOOD:NEUTRAL	0.7	0.5833	0.6364	0.4667	15.0
FOOD:POSITIVE	0.8532	0.8304	0.8416	0.7266	128.0
PRICE:NEGATIVE	0.7826	0.7826	0.7826	0.6429	28.0
PRICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
PRICE:POSITIVE	0.4	0.4	0.4	0.25	8.0
GENERAL-IMPRESSION:NEGATIVE	0.7209	0.7949	0.7561	0.6078	51.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.7037	0.7755	0.7379	0.5846	65.0
SERVICE:NEGATIVE	0.8723	0.7455	0.8039	0.6721	61.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE:POSITIVE	0.9107	0.7612	0.8293	0.7083	72.0
Micro-AVG	0.7896	0.7444	0.7663	0.6212	586.0
Macro-AVG	0.5998	0.5657	0.5802		586
