	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6957	0.7442	0.7191	0.5614	57.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	6.0
DRINKS#QUALITY	0.8333	0.625	0.7143	0.5556	9.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.6	0.375	0.4615	0.3	20.0
FOOD#QUALITY	0.8299	0.8133	0.8215	0.6971	175.0
FOOD#STYLE_OPTIONS	0.4583	0.5	0.4782	0.3143	35.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.7742	0.6857	0.7273	0.5714	84.0
RESTAURANT#MISCELLANEOUS	0.7143	0.2941	0.4167	0.2632	19.0
RESTAURANT#PRICES	0.6471	0.7857	0.7097	0.55	20.0
SERVICE#GENERAL	0.8025	0.8667	0.8334	0.7143	91.0
Micro-AVG	0.7633	0.7366	0.7497	0.5996	527.0
Macro-AVG	0.7379	0.6769	0.684		527
