	precision	recall	f1	accuracy	support
AMBIENCE	0.9167	0.8148	0.8628	0.7586	29.0
FOOD	0.8557	0.9121	0.883	0.7905	105.0
GENERAL-IMPRESSION	0.8182	0.878	0.847	0.7347	49.0
PRICE	0.9167	0.8462	0.88	0.7857	14.0
SERVICE	0.9455	0.8814	0.9123	0.8387	62.0
Micro-AVG	0.8793	0.8831	0.8812	0.7876	259.0
Macro-AVG	0.8906	0.8665	0.877		259
