	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5075	0.7907	0.6182	0.4474	76.0
DRINKS#PRICES	0.2857	0.6667	0.4	0.25	8.0
DRINKS#QUALITY	0.5	0.75	0.6	0.4286	14.0
DRINKS#STYLE_OPTIONS	0.3333	0.1667	0.2222	0.125	8.0
FOOD#PRICES	0.5	0.3125	0.3846	0.2381	21.0
FOOD#QUALITY	0.6731	0.7	0.6863	0.5224	201.0
FOOD#STYLE_OPTIONS	0.2353	0.1818	0.2051	0.1143	35.0
LOCATION#GENERAL	0.25	0.2	0.2222	0.125	8.0
RESTAURANT#GENERAL	0.5889	0.7571	0.6625	0.4953	107.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	21.0
RESTAURANT#PRICES	0.5238	0.7857	0.6286	0.4583	24.0
SERVICE#GENERAL	0.7468	0.7867	0.7662	0.6211	95.0
Micro-AVG	0.5979	0.655	0.6251	0.4547	618.0
Macro-AVG	0.4287	0.5082	0.4497		618
