	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3789	0.8372	0.5217	0.3529	102.0
DRINKS#PRICES	0.375	1.0	0.5455	0.375	8.0
DRINKS#QUALITY	0.6667	0.25	0.3636	0.2222	9.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	6.0
FOOD#PRICES	0.5833	0.4375	0.5	0.3333	21.0
FOOD#QUALITY	0.7416	0.88	0.8049	0.6735	196.0
FOOD#STYLE_OPTIONS	0.3333	0.1818	0.2353	0.1333	30.0
LOCATION#GENERAL	0.2222	0.4	0.2857	0.1667	12.0
RESTAURANT#GENERAL	0.5732	0.6714	0.6184	0.4476	105.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	19.0
RESTAURANT#PRICES	0.625	0.7143	0.6667	0.5	20.0
SERVICE#GENERAL	0.7564	0.7867	0.7712	0.6277	94.0
Micro-AVG	0.6117	0.7086	0.6566	0.4887	622.0
Macro-AVG	0.5213	0.541	0.4844		622
