	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.1789	0.3953	0.2464	0.1405	121.0
DRINKS#PRICES	0.125	0.3333	0.1818	0.1	10.0
DRINKS#QUALITY	0.6667	0.25	0.3636	0.2222	9.0
DRINKS#STYLE_OPTIONS	0.5	0.1667	0.25	0.1429	7.0
FOOD#PRICES	0.0833	0.0625	0.0714	0.037	27.0
FOOD#QUALITY	0.4775	0.5667	0.5183	0.3498	243.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	34.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	14.0
RESTAURANT#GENERAL	0.3171	0.3714	0.3421	0.2063	126.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	19.0
RESTAURANT#PRICES	0.1875	0.2143	0.2	0.1111	27.0
SERVICE#GENERAL	0.4487	0.4667	0.4575	0.2966	118.0
Micro-AVG	0.3441	0.3986	0.3693	0.2265	755.0
Macro-AVG	0.2487	0.2356	0.2193		755
