	precision	recall	f1	accuracy	support
POSITIVE	0.7708	0.6989	0.7331	0.5786	337.0
NEUTRAL	0.375	0.375	0.375	0.2308	26.0
NEGATIVE	0.6864	0.6532	0.6694	0.5031	161.0
Micro-AVG	0.7287	0.673	0.6998	0.5382	524.0
Macro-AVG	0.6107	0.5757	0.5925		524
