	precision	recall	f1	accuracy	support
AMBIENCE	0.8519	0.8519	0.8519	0.7419	31.0
FOOD	0.9167	0.8462	0.88	0.7857	98.0
GENERAL-IMPRESSION	0.8889	0.7805	0.8312	0.7111	45.0
PRICE	0.8	0.9231	0.8572	0.75	16.0
SERVICE	0.9	0.9153	0.9076	0.8308	65.0
Micro-AVG	0.8919	0.8571	0.8742	0.7765	255.0
Macro-AVG	0.8715	0.8634	0.8656		255
