	precision	recall	f1	accuracy	support
POSITIVE	0.8833	0.7669	0.821	0.6963	326.0
NEUTRAL	0.9412	0.7273	0.8205	0.6957	23.0
NEGATIVE	0.8756	0.8125	0.8429	0.7284	232.0
Micro-AVG	0.8822	0.7833	0.8298	0.7091	581.0
Macro-AVG	0.9	0.7689	0.8281		581
