	precision	recall	f1	accuracy	support
POSITIVE	0.6641	0.6148	0.6385	0.469	371.0
NEUTRAL	0.2632	0.2941	0.2778	0.1613	31.0
NEGATIVE	0.7273	0.6202	0.6695	0.5031	159.0
Micro-AVG	0.757	0.69	0.7219	0.5649	524.0
Macro-AVG	0.5515	0.5097	0.5286		524
