	precision	recall	f1	accuracy	support
AMBIENCE	0.9167	0.9167	0.9167	0.8462	13.0
FOOD	0.8182	0.8182	0.8182	0.6923	52.0
GENERAL-IMPRESSION	0.9474	0.8571	0.9	0.8182	22.0
PRICE	0.75	0.375	0.5	0.3333	9.0
SERVICE	0.9643	0.8438	0.9	0.8182	33.0
Micro-AVG	0.8879	0.812	0.8482	0.7364	129.0
Macro-AVG	2.638	2.2865	2.4209		129
