	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5357	0.5769	0.5556	0.3846	39.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	4.0
DRINKS#QUALITY	0.8	0.8	0.8	0.6667	6.0
DRINKS#STYLE_OPTIONS	0.25	0.25	0.25	0.1429	7.0
FOOD#PRICES	0.625	0.5	0.5556	0.3846	13.0
FOOD#QUALITY	0.7333	0.7857	0.7586	0.6111	108.0
FOOD#STYLE_OPTIONS	0.3333	0.3077	0.32	0.1905	21.0
LOCATION#GENERAL	0.6667	0.6667	0.6667	0.5	4.0
RESTAURANT#GENERAL	0.6905	0.7073	0.6988	0.537	54.0
RESTAURANT#MISCELLANEOUS	0.1667	0.1	0.125	0.0667	15.0
RESTAURANT#PRICES	0.5556	0.5556	0.5556	0.3846	13.0
SERVICE#GENERAL	0.493	0.7955	0.6087	0.4375	80.0
Micro-AVG	0.5964	0.6653	0.629	0.4588	364.0
Macro-AVG	0.4875	0.5038	0.4912		364
