	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7667	0.5349	0.6301	0.46	50.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	0.8	0.5	0.6154	0.4444	9.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	6.0
FOOD#PRICES	0.5	0.1875	0.2727	0.1579	19.0
FOOD#QUALITY	0.8707	0.6733	0.7594	0.6121	165.0
FOOD#STYLE_OPTIONS	0.5	0.1818	0.2667	0.1538	26.0
LOCATION#GENERAL	0.6667	0.4	0.5	0.3333	6.0
RESTAURANT#GENERAL	0.7826	0.7714	0.777	0.6353	85.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES	0.5	0.1429	0.2222	0.125	16.0
SERVICE#GENERAL	0.9107	0.68	0.7786	0.6375	80.0
Micro-AVG	0.8218	0.5804	0.6803	0.5155	483.0
Macro-AVG	0.6915	0.4365	0.5241		483
