	precision	recall	f1	accuracy	support
POSITIVE	0.034	0.035	0.0345	0.0175	399.0
NEUTRAL	0.0	0.0	0.0	0.0	23.0
NEGATIVE	0.0	0.0	0.0	0.0	271.0
Micro-AVG	0.0205	0.0195	0.02	0.0101	693.0
Macro-AVG	0.0113	0.0117	0.0115		693
