	precision	recall	f1	accuracy	support
POSITIVE	0.6692	0.629	0.6485	0.4798	371.0
NEUTRAL	0.1667	0.2353	0.1951	0.1081	37.0
NEGATIVE	0.6692	0.6744	0.6718	0.5058	172.0
Micro-AVG	0.6405	0.627	0.6337	0.4638	580.0
Macro-AVG	0.5017	0.5129	0.5051		580
