	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.8667	0.8125	0.8387	0.7222	18.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.8537	0.8333	0.8434	0.7292	48.0
FOOD:NEGATIVE	0.8421	0.8649	0.8533	0.7442	86.0
FOOD:NEUTRAL	0.9333	0.9333	0.9333	0.875	16.0
FOOD:POSITIVE	0.7692	0.8661	0.8148	0.6875	160.0
PRICE:NEGATIVE	0.8421	0.7273	0.7805	0.64	25.0
PRICE:NEUTRAL	0.5	1.0	0.6667	0.5	4.0
PRICE:POSITIVE	1.0	1.0	1.0	1.0	5.0
GENERAL-IMPRESSION:NEGATIVE	0.7872	0.9487	0.8604	0.7551	49.0
GENERAL-IMPRESSION:NEUTRAL	1.0	1.0	1.0	1.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.7544	0.8958	0.819	0.6935	62.0
SERVICE:NEGATIVE	0.9038	0.8246	0.8624	0.7581	62.0
SERVICE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
SERVICE:POSITIVE	0.9552	0.8649	0.9078	0.8312	77.0
Micro-AVG	0.8333	0.865	0.8489	0.7374	617.0
Macro-AVG	0.8672	0.9048	0.8787		617
