	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8519	0.5349	0.6571	0.4894	47.0
DRINKS#PRICES	1.0	0.3333	0.5	0.3333	3.0
DRINKS#QUALITY	0.75	0.375	0.5	0.3333	9.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	6.0
FOOD#PRICES	1.0	0.375	0.5455	0.375	16.0
FOOD#QUALITY	0.8584	0.6467	0.7376	0.5843	166.0
FOOD#STYLE_OPTIONS	0.4	0.0909	0.1481	0.08	25.0
LOCATION#GENERAL	1.0	0.2	0.3333	0.2	5.0
RESTAURANT#GENERAL	0.6786	0.8143	0.7403	0.5876	97.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	17.0
RESTAURANT#PRICES	0.7143	0.3571	0.4762	0.3125	16.0
SERVICE#GENERAL	0.9792	0.6267	0.7642	0.6184	76.0
Micro-AVG	0.8188	0.5688	0.6713	0.5052	483.0
Macro-AVG	0.7694	0.3906	0.4919		483
