	precision	recall	f1	accuracy	support
POSITIVE	0.4013	0.6606	0.4993	0.3327	544.0
NEUTRAL	0.0	0.0	0.0	0.0	18.0
NEGATIVE	0.3121	0.4975	0.3836	0.2373	413.0
Micro-AVG	0.3642	0.5706	0.4446	0.2859	976.0
Macro-AVG	0.2378	0.386	0.2943		976
