	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	1.0	0.625	0.7692	0.625	16.0
AMBIENCE:NEUTRAL	1.0	1.0	1.0	1.0	1.0
AMBIENCE:POSITIVE	0.8889	0.381	0.5333	0.3636	44.0
FOOD:NEGATIVE	1.0	0.5946	0.7458	0.5946	74.0
FOOD:NEUTRAL	1.0	0.5333	0.6957	0.5333	15.0
FOOD:POSITIVE	0.9545	0.4961	0.6528	0.4846	130.0
PRICE:NEGATIVE	0.9412	0.7273	0.8205	0.6957	23.0
PRICE:NEUTRAL	1.0	0.5	0.6667	0.5	2.0
PRICE:POSITIVE	0.8	0.8	0.8	0.6667	6.0
GENERAL-IMPRESSION:NEGATIVE	0.9259	0.641	0.7576	0.6098	41.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.6667	0.8	0.6667	3.0
GENERAL-IMPRESSION:POSITIVE	0.95	0.7917	0.8636	0.76	50.0
SERVICE:NEGATIVE	0.8448	0.8596	0.8522	0.7424	66.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.9167	0.7432	0.8209	0.6962	79.0
Micro-AVG	0.93	0.6312	0.752	0.6025	551.0
Macro-AVG	0.8815	0.624	0.7186		551
