	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8085	0.8837	0.8444	0.7308	52.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	1.0	0.75	0.8571	0.75	8.0
DRINKS#STYLE_OPTIONS	0.8571	1.0	0.9231	0.8571	7.0
FOOD#PRICES	0.9091	0.625	0.7407	0.5882	17.0
FOOD#QUALITY	0.8968	0.9267	0.9115	0.8373	166.0
FOOD#STYLE_OPTIONS	0.6111	0.5	0.55	0.3793	29.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.8082	0.8429	0.8252	0.7024	84.0
RESTAURANT#MISCELLANEOUS	0.6	0.3529	0.4444	0.2857	21.0
RESTAURANT#PRICES	0.7647	0.9286	0.8387	0.7222	18.0
SERVICE#GENERAL	0.9091	0.9333	0.9211	0.8537	82.0
Micro-AVG	0.8501	0.8462	0.8481	0.7363	493.0
Macro-AVG	2.4578	2.2524	2.3182		493
