	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4	0.9412	0.5614	0.3902	41.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	6.0
AMBIENCE:POSITIVE	0.5147	0.8974	0.6542	0.4861	72.0
FOOD:NEGATIVE	0.5122	0.8514	0.6396	0.4701	134.0
FOOD:NEUTRAL	0.5	0.5714	0.5333	0.3636	22.0
FOOD:POSITIVE	0.7037	0.8636	0.7755	0.6333	150.0
PRICE:NEGATIVE	0.5455	0.8182	0.6545	0.4865	37.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.5	0.8	0.6154	0.4444	9.0
GENERAL-IMPRESSION:NEGATIVE	0.2895	0.8462	0.4314	0.275	120.0
GENERAL-IMPRESSION:NEUTRAL	0.3333	0.5	0.4	0.25	4.0
GENERAL-IMPRESSION:POSITIVE	0.3361	0.8333	0.479	0.315	127.0
SERVICE:NEGATIVE	0.5493	0.7091	0.619	0.4483	87.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
SERVICE:POSITIVE	0.7284	0.8939	0.8027	0.6705	88.0
Micro-AVG	0.5018	0.8337	0.6265	0.4562	901.0
Macro-AVG	0.3942	0.635	0.4777		901
