	precision	recall	f1	accuracy	support
AMBIENCE	0.7917	0.6441	0.7103	0.5507	69.0
FOOD	0.8797	0.6435	0.7433	0.5915	235.0
GENERAL-IMPRESSION	0.5155	0.9222	0.6614	0.494	168.0
PRICE	0.9091	0.6897	0.7843	0.6452	31.0
SERVICE	0.9423	0.7424	0.8305	0.7101	138.0
Micro-AVG	0.7667	0.7186	0.7419	0.5897	641.0
Macro-AVG	2.423	2.1851	2.2379		641
