	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.8	0.5333	0.64	0.4706	17.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	3.0
AMBIENCE:POSITIVE	0.8529	0.7073	0.7733	0.6304	46.0
FOOD:NEGATIVE	0.75	0.8308	0.7883	0.6506	83.0
FOOD:NEUTRAL	0.7	0.5833	0.6364	0.4667	15.0
FOOD:POSITIVE	0.8989	0.7143	0.796	0.6612	121.0
PRICE:NEGATIVE	0.9091	0.8696	0.8889	0.8	25.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
PRICE:POSITIVE	0.7143	1.0	0.8333	0.7143	7.0
GENERAL-IMPRESSION:NEGATIVE	0.6327	0.7949	0.7045	0.5439	57.0
GENERAL-IMPRESSION:NEUTRAL	1.0	0.3333	0.5	0.3333	3.0
GENERAL-IMPRESSION:POSITIVE	0.6119	0.8367	0.7069	0.5467	75.0
SERVICE:NEGATIVE	0.8033	0.8909	0.8448	0.7313	67.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.9167	0.8209	0.8661	0.7639	72.0
Micro-AVG	0.7851	0.7771	0.7811	0.6408	593.0
Macro-AVG	0.6393	0.5944	0.5986		593
