	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7059	0.8571	0.7742	0.6316	19.0
DRINKS#PRICES	0.6667	1.0	0.8	0.6667	3.0
DRINKS#QUALITY	0.5	0.6667	0.5714	0.4	5.0
DRINKS#STYLE_OPTIONS	1.0	0.3333	0.5	0.3333	3.0
FOOD#PRICES	0.6	0.6	0.6	0.4286	7.0
FOOD#QUALITY	0.8611	0.775	0.8158	0.6889	45.0
FOOD#STYLE_OPTIONS	0.375	0.8571	0.5217	0.3529	17.0
LOCATION#GENERAL	0.125	0.5	0.2	0.1111	9.0
RESTAURANT#GENERAL	0.7826	0.8571	0.8182	0.6923	26.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	7.0
RESTAURANT#PRICES	0.5	0.2	0.2857	0.1667	6.0
SERVICE#GENERAL	0.6818	0.6818	0.6818	0.5172	29.0
Micro-AVG	0.6667	0.7077	0.6866	0.5227	176.0
Macro-AVG	0.5665	0.6107	0.5474		176
