	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	1.0	0.7442	0.8533	0.7442	43.0
DRINKS#PRICES	1.0	0.6667	0.8	0.6667	3.0
DRINKS#QUALITY	0.8	0.5	0.6154	0.4444	9.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	6.0
FOOD#PRICES	1.0	0.4375	0.6087	0.4375	16.0
FOOD#QUALITY	0.9732	0.7267	0.8321	0.7124	153.0
FOOD#STYLE_OPTIONS	0.75	0.2727	0.4	0.25	24.0
LOCATION#GENERAL	1.0	0.4	0.5714	0.4	5.0
RESTAURANT#GENERAL	0.6739	0.8857	0.7654	0.62	100.0
RESTAURANT#MISCELLANEOUS	0.5	0.1176	0.1904	0.1053	19.0
RESTAURANT#PRICES	0.7222	0.9286	0.8125	0.6842	19.0
SERVICE#GENERAL	0.9831	0.7733	0.8657	0.7632	76.0
Micro-AVG	0.8721	0.6993	0.7762	0.6342	473.0
Macro-AVG	0.8669	0.5794	0.6651		473
