	precision	recall	f1	accuracy	support
POSITIVE	0.4731	0.5466	0.5072	0.3398	983.0
NEUTRAL	0.1545	0.3864	0.2208	0.1241	137.0
NEGATIVE	0.3596	0.4706	0.4076	0.256	375.0
Micro-AVG	0.5549	0.6997	0.6189	0.4482	1341.0
Macro-AVG	0.3291	0.4679	0.3785		1341
