	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4513	0.7727	0.5698	0.3984	128.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	4.0
DRINKS#QUALITY	0.8462	0.5	0.6286	0.4583	24.0
DRINKS#STYLE_OPTIONS	0.5	0.5	0.5	0.3333	18.0
FOOD#PRICES	0.3784	0.6087	0.4667	0.3043	46.0
FOOD#QUALITY	0.8226	0.6965	0.7543	0.6056	360.0
FOOD#STYLE_OPTIONS	0.2468	0.6909	0.3636	0.2222	171.0
LOCATION#GENERAL	0.16	0.6154	0.254	0.1455	55.0
RESTAURANT#GENERAL	0.5	0.8028	0.6162	0.4453	256.0
RESTAURANT#MISCELLANEOUS	0.2381	0.1515	0.1852	0.102	49.0
RESTAURANT#PRICES	0.4286	0.7143	0.5357	0.3659	41.0
SERVICE#GENERAL	0.7806	0.7806	0.7806	0.6402	189.0
Micro-AVG	0.5549	0.6997	0.6189	0.4482	1341.0
Macro-AVG	0.4461	0.5694	0.4712		1341
