	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5806	0.4186	0.4865	0.3214	56.0
DRINKS#PRICES	1.0	1.0	1.0	1.0	3.0
DRINKS#QUALITY	0.8	0.5	0.6154	0.4444	9.0
DRINKS#STYLE_OPTIONS	0.75	0.5	0.6	0.4286	7.0
FOOD#PRICES	0.2222	0.125	0.16	0.087	23.0
FOOD#QUALITY	0.7479	0.5933	0.6617	0.4944	180.0
FOOD#STYLE_OPTIONS	0.2	0.0909	0.125	0.0667	30.0
LOCATION#GENERAL	0.4286	0.6	0.5	0.3333	9.0
RESTAURANT#GENERAL	0.4909	0.3857	0.432	0.2755	98.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	19.0
RESTAURANT#PRICES	0.1429	0.0714	0.0952	0.05	20.0
SERVICE#GENERAL	0.6349	0.5333	0.5797	0.4082	98.0
Micro-AVG	0.6095	0.4476	0.5161	0.3478	552.0
Macro-AVG	0.4998	0.4015	0.438		552
