	precision	recall	f1	accuracy	support
AMBIENCE	1.0	0.1695	0.2899	0.1695	59.0
FOOD	0.7778	0.0972	0.1728	0.0946	222.0
GENERAL-IMPRESSION	0.0	0.0	0.0	0.0	94.0
PRICE	1.0	0.1379	0.2424	0.1379	29.0
SERVICE	1.0	0.1591	0.2745	0.1591	132.0
Micro-AVG	0.8485	0.1065	0.1892	0.1045	536.0
Macro-AVG	0.7556	0.1127	0.1959		536
