	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.1606	0.5366	0.2472	0.141	156.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.75	0.75	0.75	0.6	10.0
DRINKS#STYLE_OPTIONS	1.0	0.25	0.4	0.25	4.0
FOOD#PRICES	0.75	0.2308	0.3529	0.2143	14.0
FOOD#QUALITY	0.1958	0.6959	0.3056	0.1804	571.0
FOOD#STYLE_OPTIONS	0.4667	0.3043	0.3684	0.2258	31.0
LOCATION#GENERAL	0.2857	0.5	0.3636	0.2222	9.0
RESTAURANT#GENERAL	0.303	0.8571	0.4478	0.2885	208.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	18.0
RESTAURANT#PRICES	0.3529	0.4286	0.3871	0.24	25.0
SERVICE#GENERAL	0.9583	0.6053	0.7419	0.5897	78.0
Micro-AVG	0.2668	0.6158	0.3723	0.2287	1128.0
Macro-AVG	0.4908	0.4854	0.4193		1128
