	precision	recall	f1	accuracy	support
POSITIVE	0.4811	0.7312	0.5804	0.4088	499.0
NEUTRAL	0.375	0.6316	0.4706	0.3077	39.0
NEGATIVE	0.3629	0.629	0.4603	0.2989	465.0
Micro-AVG	0.5018	0.8112	0.62	0.4493	937.0
Macro-AVG	0.4063	0.6639	0.5038		937
