	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.4643	0.7647	0.5778	0.4062	32.0
AMBIENCE:NEUTRAL	0.0833	1.0	0.1538	0.0833	12.0
AMBIENCE:POSITIVE	0.5938	0.8261	0.6909	0.5278	72.0
FOOD:NEGATIVE	0.354	0.75	0.481	0.3167	180.0
FOOD:NEUTRAL	0.5455	0.4615	0.5	0.3333	18.0
FOOD:POSITIVE	0.6258	0.8644	0.726	0.5698	179.0
PRICE:NEGATIVE	0.4359	0.85	0.5763	0.4048	42.0
PRICE:NEUTRAL	0.125	0.5	0.2	0.1111	9.0
PRICE:POSITIVE	0.4167	1.0	0.5882	0.4167	12.0
GENERAL-IMPRESSION:NEGATIVE	0.3088	0.5385	0.3925	0.2442	86.0
GENERAL-IMPRESSION:NEUTRAL	0.5	1.0	0.6667	0.5	6.0
GENERAL-IMPRESSION:POSITIVE	0.2762	0.6042	0.3791	0.2339	124.0
SERVICE:NEGATIVE	0.5875	0.746	0.6573	0.4896	96.0
SERVICE:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
SERVICE:POSITIVE	0.6452	0.8571	0.7362	0.5825	103.0
Micro-AVG	0.4701	0.7682	0.5833	0.4117	974.0
Macro-AVG	0.4197	0.7842	0.5217		974
