	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.619	0.6341	0.6265	0.4561	57.0
DRINKS#PRICES	0.6667	0.6667	0.6667	0.5	4.0
DRINKS#QUALITY	0.25	0.875	0.3889	0.2414	29.0
DRINKS#STYLE_OPTIONS	0.1667	1.0	0.2857	0.1667	24.0
FOOD#PRICES	1.0	0.2308	0.375	0.2308	13.0
FOOD#QUALITY	0.513	0.7973	0.6243	0.4538	260.0
FOOD#STYLE_OPTIONS	0.4545	0.2174	0.2941	0.1724	29.0
LOCATION#GENERAL	0.1	0.25	0.1429	0.0769	13.0
RESTAURANT#GENERAL	0.4957	0.8143	0.6162	0.4453	128.0
RESTAURANT#MISCELLANEOUS	0.125	0.0667	0.087	0.0455	22.0
RESTAURANT#PRICES	0.2791	0.8571	0.4211	0.2667	45.0
SERVICE#GENERAL	0.3434	0.75	0.4711	0.3081	185.0
Micro-AVG	0.429	0.6993	0.5318	0.3622	809.0
Macro-AVG	0.4178	0.5966	0.4166		809
