	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.3261	0.5769	0.4167	0.2632	57.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	6.0
DRINKS#QUALITY	0.6667	0.4	0.5	0.3333	6.0
DRINKS#STYLE_OPTIONS	0.6667	1.0	0.8	0.6667	6.0
FOOD#PRICES	0.0	0.0	0.0	0.0	17.0
FOOD#QUALITY	0.4949	0.5833	0.5355	0.3657	134.0
FOOD#STYLE_OPTIONS	0.1111	0.1538	0.129	0.069	29.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	37.0
RESTAURANT#GENERAL	0.1845	0.4634	0.2639	0.152	125.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	19.0
RESTAURANT#PRICES	0.2	0.3333	0.25	0.1429	21.0
SERVICE#GENERAL	0.4531	0.6591	0.537	0.3671	79.0
Micro-AVG	0.3015	0.49	0.3733	0.2295	536.0
Macro-AVG	0.2586	0.3475	0.286		536
