	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.4783	0.8462	0.6111	0.44	50.0
DRINKS#PRICES	0.5	1.0	0.6667	0.5	4.0
DRINKS#QUALITY	0.6667	0.4	0.5	0.3333	6.0
DRINKS#STYLE_OPTIONS	0.6667	1.0	0.8	0.6667	6.0
FOOD#PRICES	0.4286	0.3	0.3529	0.2143	14.0
FOOD#QUALITY	0.7475	0.881	0.8087	0.6789	109.0
FOOD#STYLE_OPTIONS	0.3333	0.4615	0.3871	0.24	25.0
LOCATION#GENERAL	0.0882	1.0	0.1622	0.0882	34.0
RESTAURANT#GENERAL	0.3301	0.8293	0.4722	0.3091	110.0
RESTAURANT#MISCELLANEOUS	0.1111	0.1	0.1053	0.0556	18.0
RESTAURANT#PRICES	0.6	1.0	0.75	0.6	15.0
SERVICE#GENERAL	0.6562	0.9545	0.7778	0.6364	66.0
Micro-AVG	0.4951	0.8048	0.6131	0.442	457.0
Macro-AVG	1.4017	2.1931	1.5985		457
