	precision	recall	f1	accuracy	support
POSITIVE	0.3354	0.6463	0.4417	0.2834	187.0
NEUTRAL	0.2143	0.3333	0.2609	0.15	20.0
NEGATIVE	0.7097	0.5641	0.6286	0.4583	48.0
Micro-AVG	0.3842	0.6	0.4685	0.3059	255.0
Macro-AVG	0.4198	0.5146	0.4437		255
