	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7857	0.7857	0.7857	0.6471	17.0
DRINKS#PRICES	0.4	1.0	0.5714	0.4	5.0
DRINKS#QUALITY	0.5	0.3333	0.4	0.25	4.0
DRINKS#STYLE_OPTIONS	0.0	0.0	0.0	0.0	3.0
FOOD#PRICES	0.5	0.4	0.4444	0.2857	7.0
FOOD#QUALITY	0.8235	0.7	0.7568	0.6087	46.0
FOOD#STYLE_OPTIONS	0.5	0.1429	0.2222	0.125	8.0
LOCATION#GENERAL	0.0303	0.5	0.0571	0.0294	34.0
RESTAURANT#GENERAL	0.3148	0.8095	0.4533	0.2931	58.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	10.0
RESTAURANT#PRICES	0.3333	0.2	0.25	0.1429	7.0
SERVICE#GENERAL	0.2917	0.6364	0.4	0.25	56.0
Micro-AVG	0.3842	0.6	0.4685	0.3059	255.0
Macro-AVG	0.3733	0.459	0.3617		255
