	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.6667	0.625	0.6452	0.4762	21.0
AMBIENCE:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
AMBIENCE:POSITIVE	0.8846	0.5476	0.6765	0.5111	45.0
FOOD:NEGATIVE	0.8909	0.6622	0.7597	0.6125	80.0
FOOD:NEUTRAL	0.7143	0.3333	0.4545	0.2941	17.0
FOOD:POSITIVE	0.9516	0.4646	0.6243	0.4538	130.0
PRICE:NEGATIVE	1.0	0.5909	0.7429	0.5909	22.0
PRICE:NEUTRAL	0.5	0.5	0.5	0.3333	3.0
PRICE:POSITIVE	1.0	0.4	0.5714	0.4	5.0
GENERAL-IMPRESSION:NEGATIVE	0.625	0.8974	0.7368	0.5833	60.0
GENERAL-IMPRESSION:NEUTRAL	0.2857	0.6667	0.4	0.25	8.0
GENERAL-IMPRESSION:POSITIVE	0.4412	0.9375	0.6	0.4286	105.0
SERVICE:NEGATIVE	0.925	0.6491	0.7629	0.6167	60.0
SERVICE:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
SERVICE:POSITIVE	0.9444	0.6892	0.7969	0.6623	77.0
Micro-AVG	0.7489	0.635	0.6872	0.5235	638.0
Macro-AVG	0.7108	0.6642	0.6292		638
