	precision	recall	f1	accuracy	support
AMBIENCE	0.7692	0.7407	0.7547	0.6061	33.0
FOOD	0.907	0.8571	0.8814	0.7879	99.0
GENERAL-IMPRESSION	0.8421	0.7805	0.8101	0.6809	47.0
PRICE	0.8333	0.7692	0.8	0.6667	15.0
SERVICE	0.9474	0.9153	0.931	0.871	62.0
Micro-AVG	0.8858	0.8398	0.8622	0.7578	256.0
Macro-AVG	0.8598	0.8126	0.8354		256
