	precision	recall	f1	accuracy	support
POSITIVE	0.436	0.6606	0.5253	0.3562	306.0
NEUTRAL	0.1081	0.3636	0.1667	0.0909	44.0
NEGATIVE	0.3596	0.4267	0.3902	0.2424	132.0
Micro-AVG	0.3856	0.5777	0.4625	0.3008	482.0
Macro-AVG	0.3012	0.4836	0.3607		482
