	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.6543	0.803	0.7211	0.5638	94.0
DRINKS#PRICES	0.6667	0.5	0.5714	0.4	5.0
DRINKS#QUALITY	0.8947	0.7727	0.8293	0.7083	24.0
DRINKS#STYLE_OPTIONS	0.5625	0.75	0.6429	0.4737	19.0
FOOD#PRICES	0.6818	0.6522	0.6667	0.5	30.0
FOOD#QUALITY	0.9163	0.6294	0.7462	0.5952	331.0
FOOD#STYLE_OPTIONS	0.3824	0.7091	0.4968	0.3305	118.0
LOCATION#GENERAL	0.3939	1.0	0.5652	0.3939	33.0
RESTAURANT#GENERAL	0.6686	0.8099	0.7325	0.5779	199.0
RESTAURANT#MISCELLANEOUS	0.6	0.0909	0.1579	0.0857	35.0
RESTAURANT#PRICES	0.6786	0.9048	0.7755	0.6333	30.0
SERVICE#GENERAL	0.969	0.8065	0.8803	0.7862	159.0
Micro-AVG	0.7358	0.7066	0.7209	0.5636	1077.0
Macro-AVG	0.6724	0.7024	0.6488		1077
