	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.8667	0.907	0.8864	0.7959	49.0
DRINKS#PRICES	0.3333	0.6667	0.4444	0.2857	7.0
DRINKS#QUALITY	1.0	0.5	0.6667	0.5	8.0
DRINKS#STYLE_OPTIONS	1.0	0.8333	0.9091	0.8333	6.0
FOOD#PRICES	0.7273	0.5	0.5926	0.4211	19.0
FOOD#QUALITY	0.8881	0.8467	0.8669	0.7651	166.0
FOOD#STYLE_OPTIONS	0.7333	0.5	0.5946	0.4231	26.0
LOCATION#GENERAL	1.0	0.6	0.75	0.6	5.0
RESTAURANT#GENERAL	0.8333	0.7857	0.8088	0.679	81.0
RESTAURANT#MISCELLANEOUS	0.5	0.4706	0.4848	0.32	25.0
RESTAURANT#PRICES	0.6842	0.9286	0.7879	0.65	20.0
SERVICE#GENERAL	0.8312	0.8533	0.8421	0.7273	88.0
Micro-AVG	0.8268	0.7902	0.8081	0.678	500.0
Macro-AVG	0.7831	0.6993	0.7195		500
