	precision	recall	f1	accuracy	support
POSITIVE	0.3304	0.6739	0.4434	0.2848	653.0
NEUTRAL	0.4	0.125	0.1905	0.1053	19.0
NEGATIVE	0.1656	0.6048	0.26	0.1494	502.0
Micro-AVG	0.2576	0.6322	0.366	0.224	1174.0
Macro-AVG	0.2987	0.4679	0.298		1174
