	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.5455	0.8372	0.6606	0.4932	73.0
DRINKS#PRICES	0.6	1.0	0.75	0.6	5.0
DRINKS#QUALITY	0.6	0.75	0.6667	0.5	12.0
DRINKS#STYLE_OPTIONS	1.0	0.5	0.6667	0.5	6.0
FOOD#PRICES	0.5789	0.6875	0.6286	0.4583	24.0
FOOD#QUALITY	0.8571	0.72	0.7826	0.6429	168.0
FOOD#STYLE_OPTIONS	0.2683	0.5	0.3492	0.2115	52.0
LOCATION#GENERAL	0.2727	0.6	0.375	0.2308	13.0
RESTAURANT#GENERAL	0.6742	0.8571	0.7547	0.6061	99.0
RESTAURANT#MISCELLANEOUS	0.1667	0.0588	0.087	0.0455	22.0
RESTAURANT#PRICES	0.8889	0.5714	0.6957	0.5333	15.0
SERVICE#GENERAL	0.8429	0.7867	0.8138	0.686	86.0
Micro-AVG	0.6791	0.7203	0.6991	0.5374	575.0
Macro-AVG	0.6079	0.6557	0.6026		575
