	precision	recall	f1	accuracy	support
POSITIVE	0.0146	0.0135	0.014	0.007	426.0
NEUTRAL	0.0	0.0	0.0	0.0	18.0
NEGATIVE	0.0357	0.0405	0.038	0.0194	155.0
Micro-AVG	0.0199	0.0197	0.0198	0.01	599.0
Macro-AVG	0.0168	0.018	0.0173		599
