	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.1008	0.3023	0.1512	0.0818	159.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	25.0
DRINKS#QUALITY	0.025	0.125	0.0417	0.0213	47.0
DRINKS#STYLE_OPTIONS	0.0625	0.3333	0.1053	0.0556	36.0
FOOD#PRICES	0.0	0.0	0.0	0.0	44.0
FOOD#QUALITY	0.1768	0.56	0.2688	0.1553	541.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	127.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	122.0
RESTAURANT#GENERAL	0.0721	0.3143	0.1173	0.0623	353.0
RESTAURANT#MISCELLANEOUS	0.0135	0.0588	0.022	0.0111	90.0
RESTAURANT#PRICES	0.06	0.2143	0.0938	0.0492	61.0
SERVICE#GENERAL	0.0866	0.4667	0.1461	0.0788	444.0
Micro-AVG	0.0904	0.3753	0.1457	0.0786	2049.0
Macro-AVG	0.0498	0.1979	0.0788		2049
