	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2171	0.6512	0.3256	0.1944	144.0
DRINKS#PRICES	0.0909	0.6667	0.16	0.087	23.0
DRINKS#QUALITY	0.05	0.25	0.0833	0.0435	46.0
DRINKS#STYLE_OPTIONS	0.125	0.6667	0.2105	0.1176	34.0
FOOD#PRICES	0.2143	0.375	0.2727	0.1579	38.0
FOOD#QUALITY	0.2547	0.8067	0.3872	0.2401	504.0
FOOD#STYLE_OPTIONS	0.0571	0.2727	0.0945	0.0496	121.0
LOCATION#GENERAL	0.0256	0.6	0.0492	0.0252	119.0
RESTAURANT#GENERAL	0.1672	0.7286	0.272	0.1574	324.0
RESTAURANT#MISCELLANEOUS	0.027	0.1176	0.044	0.0225	89.0
RESTAURANT#PRICES	0.16	0.5714	0.25	0.1429	56.0
SERVICE#GENERAL	0.1609	0.8667	0.2714	0.157	414.0
Micro-AVG	0.1673	0.6946	0.2697	0.1559	1912.0
Macro-AVG	0.1291	0.5478	0.2017		1912
