	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.2248	0.6744	0.3372	0.2028	143.0
DRINKS#PRICES	0.0909	0.6667	0.16	0.087	23.0
DRINKS#QUALITY	0.05	0.25	0.0833	0.0435	46.0
DRINKS#STYLE_OPTIONS	0.125	0.6667	0.2105	0.1176	34.0
FOOD#PRICES	0.2857	0.5	0.3636	0.2222	36.0
FOOD#QUALITY	0.2695	0.8533	0.4096	0.2575	497.0
FOOD#STYLE_OPTIONS	0.0667	0.3182	0.1102	0.0583	120.0
LOCATION#GENERAL	0.0427	1.0	0.082	0.0427	117.0
RESTAURANT#GENERAL	0.1672	0.7286	0.272	0.1574	324.0
RESTAURANT#MISCELLANEOUS	0.027	0.1176	0.044	0.0225	89.0
RESTAURANT#PRICES	0.16	0.5714	0.25	0.1429	56.0
SERVICE#GENERAL	0.1658	0.8933	0.2797	0.1626	412.0
Micro-AVG	0.1757	0.7296	0.2833	0.165	1897.0
Macro-AVG	0.4188	1.81	0.6505		1897
