	precision	recall	f1	accuracy	support
POSITIVE	0.5029	0.6984	0.5847	0.4131	213.0
NEUTRAL	0.1515	0.4545	0.2273	0.1282	39.0
NEGATIVE	0.3697	0.6489	0.471	0.3081	198.0
Micro-AVG	0.5576	0.9004	0.6887	0.5253	396.0
Macro-AVG	0.3414	0.6006	0.4277		396
