	precision	recall	f1	accuracy	support
POSITIVE	0.7419	0.7213	0.7314	0.5766	359.0
NEUTRAL	0.8571	0.6	0.7059	0.5455	22.0
NEGATIVE	0.6244	0.5721	0.5971	0.4256	289.0
Micro-AVG	0.7816	0.7337	0.7569	0.6089	629.0
Macro-AVG	0.7411	0.6311	0.6781		629
