	precision	recall	f1	accuracy	support
AMBIENCE	0.3898	0.8519	0.5349	0.3651	63.0
FOOD	0.9048	0.8352	0.8686	0.7677	99.0
GENERAL-IMPRESSION	0.8444	0.9268	0.8837	0.7917	48.0
PRICE	0.9091	0.7692	0.8333	0.7143	14.0
SERVICE	0.9808	0.8644	0.9189	0.85	60.0
Micro-AVG	0.7888	0.8571	0.8215	0.6972	284.0
Macro-AVG	0.8058	0.8495	0.8079		284
