	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.7143	0.3846	0.5	0.3333	30.0
DRINKS#PRICES	1.0	0.5	0.6667	0.5	2.0
DRINKS#QUALITY	0.5	0.2	0.2857	0.1667	6.0
DRINKS#STYLE_OPTIONS	1.0	0.25	0.4	0.25	4.0
FOOD#PRICES	1.0	0.2	0.3333	0.2	10.0
FOOD#QUALITY	0.9322	0.6548	0.7693	0.625	88.0
FOOD#STYLE_OPTIONS	1.0	0.1538	0.2666	0.1538	13.0
LOCATION#GENERAL	0.75	1.0	0.8571	0.75	4.0
RESTAURANT#GENERAL	0.9394	0.7561	0.8378	0.7209	43.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	10.0
RESTAURANT#PRICES	0.5	0.1111	0.1818	0.1	10.0
SERVICE#GENERAL	0.6364	0.7955	0.7071	0.5469	64.0
Micro-AVG	0.8114	0.5657	0.6666	0.5	284.0
Macro-AVG	0.7477	0.4172	0.4838		284
