	precision	recall	f1	accuracy	support
AMBIENCE	0.7083	0.8644	0.7786	0.6375	80.0
FOOD	0.8475	0.875	0.861	0.756	250.0
GENERAL-IMPRESSION	0.8791	0.8889	0.884	0.7921	101.0
PRICE	0.8929	0.8621	0.8772	0.7812	32.0
SERVICE	0.9636	0.803	0.876	0.7794	136.0
Micro-AVG	0.8607	0.8574	0.859	0.7529	599.0
Macro-AVG	0.8583	0.8587	0.8554		599
