	precision	recall	f1	accuracy	support
POSITIVE	0.8612	0.8176	0.8388	0.7224	335.0
NEUTRAL	0.6296	0.7727	0.6939	0.5312	32.0
NEGATIVE	0.7802	0.6827	0.7282	0.5726	248.0
Micro-AVG	0.8184	0.7624	0.7894	0.652	615.0
Macro-AVG	0.757	0.7577	0.7536		615
