	precision	recall	f1	accuracy	support
POSITIVE	0.8219	0.793	0.8072	0.6767	266.0
NEUTRAL	0.5556	0.6667	0.6061	0.4348	23.0
NEGATIVE	0.6815	0.7868	0.7304	0.5753	186.0
Micro-AVG	0.7538	0.7857	0.7694	0.6253	475.0
Macro-AVG	0.6863	0.7488	0.7146		475
