	precision	recall	f1	accuracy	support
POSITIVE	0.791	0.6463	0.7114	0.5521	96.0
NEUTRAL	0.75	0.3333	0.4615	0.3	10.0
NEGATIVE	0.7778	0.7179	0.7467	0.5957	47.0
Micro-AVG	0.785	0.6462	0.7089	0.549	153.0
Macro-AVG	0.7729	0.5658	0.6399		153
